所属模块,用例标题,前置条件,步骤,预期,优先级,用例类型,适用阶段
/企业客户(#8),修改企业，企业地址框输入31位长度字符,"1. 正常打开页面
2. 就业老师角色（WNCD031）成功登录系统
3. 点击企业客户","1. 在列表栏选择‘上海博为峰有限公司’，点击右边的‘修改’按钮
2. 企业地址框修改为‘技术培训基地技术培训基地技术培训基地技术培训基地技术培训基地呢’
3. 点击保存按钮","1. 
2. 输入框下方出现提示信息‘字符长度为4-30位’，输入框右边出现红色‘x’符号
3. 保存失败，修改企业信息框不关闭",3,功能测试,"
功能测试阶段"
/企业客户(#8),修改企业，企业地址框输入30位长度字符,"1. 正常打开页面
2. 就业老师角色（WNCD031）成功登录系统
3. 点击企业客户","1. 在列表栏选择‘上海博为峰有限公司’，点击右边的‘修改’按钮
2. 企业地址框修改为‘技术培训基地技术培训基地技术培训基地技术培训基地技术培训基地’
3. 点击保存按钮
4. 点击确定","1. 
2. 输入成功，输入框右边出现绿色对勾符号
3. 弹框自动关闭，弹出修改成功提示框
4. 保存成功，列表下方显示修改过的信息，数据库更新成功",3,功能测试,"
功能测试阶段"
/企业客户(#8),修改企业，联系人框输入数字,"1. 正常打开页面
2. 就业老师角色（WNCD031）成功登录系统
3. 点击企业客户","1. 在列表栏选择‘上海博为峰有限公司’，点击右边的‘修改’按钮
2. 联系人框修改为‘5656’
3. 点击保存按钮","1. 
2. 输入框下方出现提示信息‘联系人只能为字母或汉字’输入框右边出现红色‘x’符号
3. 保存失败，修改企业信息框不关闭",3,功能测试,"
功能测试阶段"
/企业客户(#8),修改企业，联系人框输入汉字包含空格,"1. 正常打开页面
2. 就业老师角色（WNCD031）成功登录系统
3. 点击企业客户","1. 在列表栏选择‘上海博为峰有限公司’，点击右边的‘修改’按钮
2. 联系人框修改为‘耶夫 斯基’
3. 点击保存按钮","1. 
2. 输入框下方出现提示信息‘联系人只能为字母或汉字’输入框右边出现红色‘x’符号
3. 保存失败，修改企业信息框不关闭",3,功能测试,"
功能测试阶段"
/企业客户(#8),修改企业，联系人框输入汉字包含标点符号,"1. 正常打开页面
2. 就业老师角色（WNCD031）成功登录系统
3. 点击企业客户","1. 在列表栏选择‘上海博为峰有限公司’，点击右边的‘修改’按钮
2. 联系人框修改为‘耶夫。斯基’
3. 点击保存按钮","1. 
2. 输入框下方出现提示信息‘联系人只能为字母或汉字’输入框右边出现红色‘x’符号
3. 保存失败，修改企业信息框不关闭",3,功能测试,"
功能测试阶段"
/企业客户(#8),修改企业，联系人框输入汉字包含特殊字符,"1. 正常打开页面
2. 就业老师角色（WNCD031）成功登录系统
3. 点击企业客户","1. 在列表栏选择‘上海博为峰有限公司’，点击右边的‘修改’按钮
2. 联系人框修改为‘耶夫/斯基’
3. 点击保存按钮","1. 
2. 输入框下方出现提示信息‘联系人只能为字母或汉字’输入框右边出现红色‘x’符号
3. 保存失败，修改企业信息框不关闭",3,功能测试,"
功能测试阶段"
/企业客户(#8),修改企业，联系人框输入1位长度字符,"1. 正常打开页面
2. 就业老师角色（WNCD031）成功登录系统
3. 点击企业客户","1. 在列表栏选择‘上海博为峰有限公司’，点击右边的‘修改’按钮
2. 联系人框修改为‘李’
3. 点击保存按钮","1. 
2. 输入框下方出现提示信息‘字符长度为2-10位’，输入框右边出现红色‘x’符号
3. 保存失败，修改企业信息框不关闭",3,功能测试,"
功能测试阶段"
/企业客户(#8),修改企业，联系人框输入2位长度字符,"1. 正常打开页面
2. 就业老师角色（WNCD031）成功登录系统
3. 点击企业客户","1. 在列表栏选择‘上海博为峰有限公司’，点击右边的‘修改’按钮
2. 联系人框修改为‘李浩’
3. 点击保存按钮
4. 点击确定","1. 
2. 输入成功，输入框右边出现绿色对勾符号
3. 弹框自动关闭，弹出修改成功提示框
4. 保存成功，列表下方显示修改过的信息，数据库更新成功",3,功能测试,"
功能测试阶段"
/企业客户(#8),修改企业，联系人框输入11位长度字符,"1. 正常打开页面
2. 就业老师角色（WNCD031）成功登录系统
3. 点击企业客户","1. 在列表栏选择‘上海博为峰有限公司’，点击右边的‘修改’按钮
2. 联系人框修改为‘奥斯特洛夫斯基奥斯特洛’
3. 点击保存按钮","1. 
2. 输入框下方出现提示信息‘字符长度为2-10位’，输入框右边出现红色‘x’符号
3. 保存失败，修改企业信息框不关闭",3,功能测试,"
功能测试阶段"
/企业客户(#8),修改企业，联系人框输入10位长度字符,"1. 正常打开页面
2. 就业老师角色（WNCD031）成功登录系统
3. 点击企业客户","1. 在列表栏选择‘上海博为峰有限公司’，点击右边的‘修改’按钮
2. 联系人框修改为‘奥斯特洛夫斯基奥斯特’
3. 点击保存按钮
4. 点击确定","1. 
2. 输入成功，输入框右边出现绿色对勾符号
3. 弹框自动关闭，弹出修改成功提示框
4. 保存成功，列表下方显示修改过的信息，数据库更新成功",3,功能测试,"
功能测试阶段"
/企业客户(#8),修改企业，联系电话框输入12位长度,"1. 正常打开页面
2. 就业老师角色（WNCD031）成功登录系统
3. 点击企业客户","1. 在列表栏选择‘上海博为峰有限公司’，点击右边的‘修改’按钮
2. 在联系电话修改为框修改为‘158235656232’
3. 点击保存按钮","1. 
2. 输入框下方出现提示信息‘联系电话必须为11位数字’，输入框右边出现红色‘x’符号
3. 保存失败，修改企业信息框不关闭",3,功能测试,"
功能测试阶段"
/企业客户(#8),修改企业，联系电话框输入10位长度,"1. 正常打开页面
2. 就业老师角色（WNCD031）成功登录系统
3. 点击企业客户","1. 在列表栏选择‘上海博为峰有限公司’，点击右边的‘修改’按钮
2. 在联系电话修改为框修改为‘1582356562’
3. 点击保存按钮","1. 
2. 输入框下方出现提示信息‘联系电话必须为11位数字’，输入框右边出现红色‘x’符号
3. 保存失败，修改企业信息框不关闭",3,功能测试,"
功能测试阶段"
/企业客户(#8),修改企业，联系电话框输入11位包含字母,"1. 正常打开页面
2. 就业老师角色（WNCD031）成功登录系统
3. 点击企业客户","1. 在列表栏选择‘上海博为峰有限公司’，点击右边的‘修改’按钮
2. 在联系电话修改为框修改为‘1552356562a’
3. 点击保存按钮","1. 
2. 输入框下方出现提示信息‘联系电话必须为11位数字’，输入框右边出现红色‘x’符号
3. 保存失败，修改企业信息框不关闭",3,功能测试,"
功能测试阶段"
/企业客户(#8),修改企业，联系电话框输入11位包含特殊字符,"1. 正常打开页面
2. 就业老师角色（WNCD031）成功登录系统
3. 点击企业客户","1. 在列表栏选择‘上海博为峰有限公司’，点击右边的‘修改’按钮
2. 在联系电话修改为框修改为‘1552356562$’
3. 点击保存按钮","1. 
2. 输入框下方出现提示信息‘联系电话长度必须是11位数字’，输入框右边出现红色‘x’符号
3. 保存失败，修改企业信息框不关闭",3,功能测试,"
功能测试阶段"
/企业客户(#8),修改企业，联系电话框输入11位包含空格,"1. 正常打开页面
2. 就业老师角色（WNCD031）成功登录系统
3. 点击企业客户","1. 在列表栏选择‘上海博为峰有限公司’，点击右边的‘修改’按钮
2. 在联系电话修改为框修改为‘155235656 2’
3. 点击保存按钮","1. 
2. 输入框下方出现提示信息‘联系电话长度必须是11位数字’，输入框右边出现红色‘x’符号
3. 保存失败，修改企业信息框不关闭",3,功能测试,"
功能测试阶段"
/企业客户(#8),修改企业，联系电话框输入超长内容,"1. 正常打开页面
2. 就业老师角色（WNCD031）成功登录系统
3. 点击企业客户","1. 在列表栏选择‘上海博为峰有限公司’，点击右边的‘修改’按钮
2. 在联系电话修改为框修改为‘155235656212565895214466622555666’
3. 点击保存按钮","1. 
2. 输入框下方出现提示信息‘联系电话长度必须是11位数字’，输入框右边出现红色‘x’符号
3. 保存失败，修改企业信息框不关闭",3,功能测试,"
功能测试阶段"
/企业客户(#8),修改企业，联系电话框输入11位数字,"1. 正常打开页面
2. 就业老师角色（WNCD031）成功登录系统
3. 点击企业客户","1. 在列表栏选择‘上海博为峰有限公司’，点击右边的‘修改’按钮
2. 在联系电话修改为框修改为‘17562565688’
3. 点击保存按钮
4. 点击确定","1. 
2. 输入成功，输入框右边出现绿色对勾符号
3. 弹框自动关闭，弹出修改成功提示框
4. 保存成功，列表下方显示修改过的信息，数据库更新成功",3,功能测试,"
功能测试阶段"
/企业客户(#8),修改企业，邮箱输入框输入没有@符号的邮件地址,"1. 正常打开页面
2. 就业老师角色（WNCD031）成功登录系统
3. 点击企业客户","1. 在列表栏选择‘上海博为峰有限公司’，点击右边的‘修改’按钮
2. 在邮件修改为框修改为12302255qq.com
3. 点击保存按钮","1. 
2. 输入框下方出现提示信息‘邮件地址需为“xxx@xx.com”格式’’，输入框右边出现红色‘x’符号
3. 保存失败，修改企业信息框不关闭",3,功能测试,"
功能测试阶段"
/企业客户(#8),修改企业，邮箱输入框输入没有.符号的邮件地址,"1. 正常打开页面
2. 就业老师角色（WNCD031）成功登录系统
3. 点击企业客户","1. 在列表栏选择‘上海博为峰有限公司’，点击右边的‘修改’按钮
2. 在邮件修改为框修改为12302255@qq com
3. 点击保存按钮","1. 
2. 输入框下方出现提示信息‘邮件地址需为“xxx@xx.com”格式’’，输入框右边出现红色‘x’符号
3. 保存失败，修改企业信息框不关闭",3,功能测试,"
功能测试阶段"
/企业客户(#8),修改企业，邮箱输入框输入没有com字母的邮件地址,"1. 正常打开页面
2. 就业老师角色（WNCD031）成功登录系统
3. 点击企业客户","1. 在列表栏选择‘上海博为峰有限公司’，点击右边的‘修改’按钮
2. 在邮件修改为框修改为12302255@qq.
3. 点击保存按钮","1. 
2. 输入框下方出现提示信息‘邮件地址需为“xxx@xx.com”格式’’，输入框右边出现红色‘x’符号
3. 保存失败，修改企业信息框不关闭",3,功能测试,"
功能测试阶段"
/企业客户(#8),修改企业，邮箱输入框输入.后面加空格的邮件地址,"1. 正常打开页面
2. 就业老师角色（WNCD031）成功登录系统
3. 点击企业客户","1. 在列表栏选择‘上海博为峰有限公司’，点击右边的‘修改’按钮
2. 在邮件修改为框修改为12302255@qq. Com
3. 点击保存按钮","1. 
2. 输入框下方出现提示信息‘邮件地址需为“xxx@xx.com”格式’’，输入框右边出现红色‘x’符号
3. 保存失败，修改企业信息框不关闭",3,功能测试,"
功能测试阶段"
/企业客户(#8),修改企业，邮箱输入框输入.前面加空格的邮件地址,"1. 正常打开页面
2. 就业老师角色（WNCD031）成功登录系统
3. 点击企业客户","1. 在列表栏选择‘上海博为峰有限公司’，点击右边的‘修改’按钮
2. 在邮件修改为框修改为12302255@qq .com
3. 点击保存按钮","1. 
2. 输入框下方出现提示信息‘邮件地址需为“xxx@xx.com”格式’，输入框右边出现红色‘x’符号
3. 保存失败，修改企业信息框不关闭",3,功能测试,"
功能测试阶段"
/企业客户(#8),修改企业，邮箱输入框输入正确邮件地址,"1. 正常打开页面
2. 就业老师角色（WNCD031）成功登录系统
3. 点击企业客户","1. 在列表栏选择‘上海博为峰有限公司’，点击右边的‘修改’按钮
2. 在邮件修改为框修改为12302255qq.com
3. 点击保存按钮
4. 点击确定","1. 
2. 输入成功，输入框右边出现绿色对勾符号
3. 弹框自动关闭，弹出修改成功提示框
4. 保存成功，列表下方显示修改过的信息，数据库更新成功",3,功能测试,"
功能测试阶段"
/企业客户(#8),修改企业，qq输入框输入7位数字,"1. 正常打开页面
2. 就业老师角色（WNCD031）成功登录系统
3. 点击企业客户","1. 在列表栏选择‘上海博为峰有限公司’，点击右边的‘修改’按钮
2. 在qq修改为框修改为1234567
3. 点击保存按钮","1. 
2. 输入框下方出现提示信息‘qq号必须为8-12位数字’，输入框右边出现红色‘x’符号
3. 保存失败，修改企业信息框不关闭",3,功能测试,"
功能测试阶段"
/企业客户(#8),修改企业，qq输入框输入13位数字,"1. 正常打开页面
2. 就业老师角色（WNCD031）成功登录系统
3. 点击企业客户","1. 在列表栏选择‘上海博为峰有限公司’，点击右边的‘修改’按钮
2. 在qq修改为框修改为1234567891231
3. 点击保存按钮","1. 
2. 输入框下方出现提示信息‘qq号必须为8-12位数字’，输入框右边出现红色‘x’符号
3. 保存失败，修改企业信息框不关闭",3,功能测试,"
功能测试阶段"
/企业客户(#8),修改企业，qq输入框输入8位数字,"1. 正常打开页面
2. 就业老师角色（WNCD031）成功登录系统
3. 点击企业客户","1. 在列表栏选择‘上海博为峰有限公司’，点击右边的‘修改’按钮
2. 在qq修改为框修改为25654789
3. 点击保存按钮
4. 点击确定","1. 
2. 输入成功，输入框右边出现绿色对勾符号
3. 弹框自动关闭，弹出修改成功提示框
4. 保存成功，列表下方显示修改过的信息，数据库更新成功",3,功能测试,"
功能测试阶段"
/企业客户(#8),修改企业，qq输入框输入12位数字,"1. 正常打开页面
2. 就业老师角色（WNCD031）成功登录系统
3. 点击企业客户","1. 在列表栏选择‘上海博为峰有限公司’，点击右边的‘修改’按钮
2. 在qq修改为框修改为123456783212
3. 点击保存按钮","1. 
2. 输入成功，输入框右边出现绿色对勾符号
3. 保存成功，列表下方显示修改过的信息，数据库更新成功",3,功能测试,"
功能测试阶段"
/企业客户(#8),修改企业，qq输入框输入10位带字母,"1. 正常打开页面
2. 就业老师角色（WNCD031）成功登录系统
3. 点击企业客户","1. 在列表栏选择‘上海博为峰有限公司’，点击右边的‘修改’按钮
2. 在qq修改为框修改为123456781a
3. 点击保存按钮","1. 
2. 输入框下方出现提示信息‘qq号必须为8-12位数字’，输入框右边出现红色‘x’符号
3. 保存失败，修改企业信息框不关闭",3,功能测试,"
功能测试阶段"
/企业客户(#8),修改企业，qq输入框输入10位带特殊字符,"1. 正常打开页面
2. 就业老师角色（WNCD031）成功登录系统
3. 点击企业客户","1. 在列表栏选择‘上海博为峰有限公司’，点击右边的‘修改’按钮
2. 在qq修改为框修改为123456781#
3. 点击保存按钮","1. 
2. 输入框下方出现提示信息‘qq号必须为8-12位数字’，输入框右边出现红色‘x’符号
3. 保存失败，修改企业信息框不关闭",3,功能测试,"
功能测试阶段"
/企业客户(#8),修改企业，qq输入框输入超长数字,"1. 正常打开页面
2. 就业老师角色（WNCD031）成功登录系统
3. 点击企业客户","1. 在列表栏选择‘上海博为峰有限公司’，点击右边的‘修改’按钮
2. 在qq修改为框修改为123456895222222222222223565
3. 点击保存按钮","1. 
2. 输入框下方出现提示信息‘qq号必须为8-12位数字’，输入框右边出现红色‘x’符号
3. 保存失败，修改企业信息框不关闭",3,功能测试,"
功能测试阶段"
/企业客户(#8),修改企业，qq输入框输入10位包含空格,"1. 正常打开页面
2. 就业老师角色（WNCD031）成功登录系统
3. 点击企业客户","1. 在列表栏选择‘上海博为峰有限公司’，点击右边的‘修改’按钮
2. 在qq修改为框修改为12345678 0
3. 点击保存按钮","1. 
2. 输入框下方出现提示信息‘qq号必须为8-12位数字’，输入框右边出现红色‘x’符号
3. 保存失败，修改企业信息框不关闭",3,功能测试,"
功能测试阶段"
/企业客户(#8),修改企业，qq输入框输入10位数字,"1. 正常打开页面
2. 就业老师角色（WNCD031）成功登录系统
3. 点击企业客户","1. 在列表栏选择‘上海博为峰有限公司’，点击右边的‘修改’按钮
2. 在qq修改为框修改为5625253256
3. 点击保存按钮
4. 点击确定","1. 
2. 输入成功，输入框右边出现绿色对勾符号
3. 弹框自动关闭，弹出修改成功提示框
4. 保存成功，列表下方显示修改过的信息，数据库更新成功",3,功能测试,"
功能测试阶段"
/登录(#2),检查输入有效的账号密码能否进入系统,1. 正常打开登录页面,"1. 在用户名输入框输入‘WNCD000'
2. 在密码输入框输入‘woniu123’
3. 在验证码输入框输入实时验证码
4. 点击登录按钮","1. 
2. 
3. 
4. 成功登录系统",2,功能测试,"
功能测试阶段"
/登录(#2),检查回车键是否可以代替点击登录按钮,1. 正常打开登录页面,"1. 在用户名输入框输入‘WNCD000'
2. 在密码输入框输入‘woniu123’
3. 在验证码输入框输入实时验证码
4. 按回车键","1. 
2. 
3. 
4. 成功登录系统",3,功能测试,"
功能测试阶段"
/登录(#2),不输任何内容有提示,1. 正常打开登录页面,1. 点击登录按钮,1. 用户名输入框下方提示‘用户名不能为空’,2,功能测试,"
功能测试阶段"
/登录(#2),不输用户名有提示,1. 正常打开登录页面,"1. 在用户名输入框不输入
2. 在密码输入框输入‘woniu123’
3. 验证码框输入实时验证码
4. 点击登录按钮","1. 
2. 
3. 
4. 用户名输入框下方提示‘用户名不能为空’，密码输入框下方提示‘用户名或密码错误",2,功能测试,"
功能测试阶段"
/登录(#2),不输密码有提示,1. 正常打开登录页面,"1. 在用户名输入框输入‘WNCD000'
2. 点击登录按钮","1. 
2. 密码输入框下方提示‘密码不能为空’",2,功能测试,"
功能测试阶段"
/登录(#2),不输验证码有提示,1. 正常打开登录页面,"1. 在用户名输入框输入‘WNCD000'
2. 在密码输入框输入‘woniu123’
3. 验证码框不输入
4. 点击登录按钮","1. 
2. 
3. 
4. 验证码输入框下方提示‘验证码不能为空’",2,功能测试,"
功能测试阶段"
/登录(#2),输入错误的账号有提示,1. 正常打开登录页面,"1. 在用户名输入框输入‘WNCDnjn'
2. 在密码输入框输入‘woniu123’
3. 在验证码输入框输入实时验证码
4. 点击登录按钮","1. 
2. 
3. 
4. 密码输入框下方提示‘用户名或密码错误’",2,功能测试,"
功能测试阶段"
/登录(#2),输入错误的密码有提示,1. 正常打开登录页面,"1. 在用户名输入框输入‘WNCD000'
2. 在密码输入框输入‘woniu1234’
3. 在验证码输入框输入实时验证码
4. 点击登录按钮","1. 
2. 
3. 
4. 密码输入框下方提示‘用户名或密码错误’",2,功能测试,"
功能测试阶段"
/登录(#2),输入错误的验证码有提示,1. 正常打开登录页面,"1. 在用户名输入框输入‘WNCD000'
2. 在密码输入框输入‘woniu123’
3. 在验证码输入框输入‘DFVG'
4. 点击登录按钮","1. 
2. 
3. 
4. 验证码输入框下方提示‘验证码错误’",2,功能测试,"
功能测试阶段"
/登录(#2),优先验证验证码的正确性,1. 正常打开登录页面,"1. 在用户名输入框输入‘WNCDmkk'
2. 在密码输入框输入‘woniu456’
3. 在验证码输入框输入‘DFVG'
4. 点击登录按钮","1. 
2. 
3. 
4. 验证码输入框下方提示‘验证码错误’",2,功能测试,"
功能测试阶段"
/登录(#2),用户名区分大小写,1. 正常打开登录页面,"1. 在用户名输入框输入‘WNcd000'
2. 在密码输入框输入‘woniu123’
3. 在验证码输入框输入实时验证码
4. 点击登录按钮","1. 
2. 
3. 
4. 密码输入框下方提示‘用户名或密码错误’",2,功能测试,"
功能测试阶段"
/登录(#2),密码区分大小写,1. 正常打开登录页面,"1. 在用户名输入框输入‘WNCD000'
2. 在密码输入框输入‘woNIU123’
3. 在验证码输入框输入实时验证码
4. 点击登录按钮","1. 
2. 
3. 
4. 密码输入框下方提示‘用户名或密码错误’",2,功能测试,"
功能测试阶段"
/登录(#2),验证码不区分大小写,1. 正常打开登录页面,"1. 在用户名输入框输入‘WNCD000'
2. 在密码输入框输入‘woniu123’
3. 在验证码输入框输入实时验证码,将大写字母小写输入
4. 点击登录按钮","1. 
2. 
3. 
4. 成功登录系统",2,功能测试,"
功能测试阶段"
/登录(#2),当用户名输入错误时，验证码自动更新,1. 正常打开登录页面,"1. 在用户名输入框输入‘WNcd000'
2. 在密码输入框输入‘woniu123’
3. 在验证码输入框输入实时验证码
4. 点击登录按钮","1. 
2. 
3. 
4. 登录失败，验证码自动更新",2,功能测试,"
功能测试阶段"
/登录(#2),当密码输入错误是，验证码自动更新,1. 正常打开登录页面,"1. 在用户名输入框输入‘WNCD000'
2. 在密码输入框输入‘woniu1234’
3. 在验证码输入框输入实时验证码
4. 点击登录按钮","1. 
2. 
3. 
4. 登陆失败，验证码自动更新",2,功能测试,"
功能测试阶段"
/登录(#2),当验证码输入错误是，验证码自动更新,1. 正常打开登录页面,"1. 在用户名输入框输入‘WNCD000'
2. 在密码输入框输入‘woniu123’
3. 在验证码输入框输入错误验证码
4. 点击登录按钮","1. 
2. 
3. 
4. 登陆失败，验证码自动更新",2,功能测试,"
功能测试阶段"
/登录(#2),点击验证码图片验证码更新,1. 正常打开登录页面,1. 点击验证码图片,1. 验证码更新,2,功能测试,"
功能测试阶段"
/登录(#2),密码输入框输入密码为密文显示,1. 正常打开登录页面,1. 在密码框输入密码‘woniu123’,1. 密码为显示形式为八个黑点点,2,功能测试,"
功能测试阶段"
/登录(#2),检查注销功能,1. 正常打开登录页面,"1. 在用户名输入框输入‘WNCD000'
2. 在密码输入框输入‘woniu123’
3. 在验证码输入框输入实时验证码
4. 点击登录按钮
5. 点击右上角注销按钮","1. 
2. 
3. 
4. 成功登录系统
5. 注销成功，返回登录页面",2,功能测试,"
功能测试阶段"
/登录(#2),检查密码修改功能,"1. 正常打开登录页面
2. 管理员用户成功登录",1. 点击右上角的密码修改,1. 弹出密码修改对话框，默认为登录密码秀概况，可以点击登录密码和二级密码打开对应输入框,2,功能测试,"
功能测试阶段"
/登录(#2),修改登录密码，直接点击确定按钮,"1. 正常打开登录页面
2. 管理员用户成功登录","1. 点击右上角的密码修改
2. 点击确定按钮
3. 点击确定按钮","1. 
2. 弹出提示框‘请输入原密码’
3. 密码修改对话框没有关闭",3,功能测试,"
功能测试阶段"
/登录(#2),修改登录密码，只输入原密码,"1. 正常打开登录页面
2. 管理员用户成功登录","1. 点击右上角的密码修改
2. 输入原密码‘woniu123’
3. 点击确定按钮
4. 点击确定按钮","1. 
2. 
3. 弹出提示框‘新密码格式不正确,由8-20位大小写字母和数字组成.’
4. 密码修改对话框没有关闭",3,功能测试,"
功能测试阶段"
/登录(#2),修改登录密码，只输入原密码和新密码,"1. 正常打开登录页面
2. 管理员用户成功登录","1. 点击右上角的密码修改
2. 输入原密码‘woniu123’
3. 输入新密码‘Woniu7890’
4. 点击确定按钮
5. 点击确定按钮","1. 
2. 
3. 
4. 弹出提示框‘新密码格式不正确,由8-20位大小写字母和数字组成.’
5. 密码修改对话框没有关闭",3,功能测试,"
功能测试阶段"
/登录(#2),修改登录密码，新密码和原密码一样,"1. 正常打开登录页面
2. 管理员用户成功登录","1. 点击右上角的密码修改
2. 输入原密码‘woniu123’
3. 输入新密码‘woniu123’
4. 输入确认新密码‘woniu123’
5. 点击确定按钮
6. 点击确定按钮","1. 
2. 
3. 
4. 
5. 弹出提示框‘新密码和原密码一致,请重新输入新密码.’
6. 密码修改对话框没有关闭",3,功能测试,"
功能测试阶段"
/登录(#2),修改登录密码，输入错误原始密码,"1. 正常打开登录页面
2. 管理员用户成功登录","1. 点击右上角的密码修改
2. 输入错误原始密码‘woniu1234’
3. 输入新密码‘woniu456’
4. 输入确认新密码‘woniu456’
5. 点击确定
6. 点击确定","1. 
2. 输入成功，并且密文显示
3. 输入成功，并且密文显示
4. 输入成功，并且密文显示
5. 弹出‘原始密码错误，请重新输入’提示框
6. 密码修改对话框没有关闭，并且输入框内容全部清空",3,功能测试,"
功能测试阶段"
/登录(#2),修改登录密码，新密码输入框输入7位大小写字母+数字新密码,"1. 正常打开登录页面
2. 管理员用户成功登录","1. 点击右上角的密码修改
2. 输入正确原始密码‘woniu123’
3. 输入7位新密码‘Woniu45’
4. 输入确认新密码‘Woniu45’
5. 点击确定
6. 点击确定","1. 
2. 输入成功，并且密文显示
3. 输入成功，并且密文显示
4. 输入成功，并且密文显示
5. 弹出‘新密码格式不正确,由8-20位大小写字母和数字组成.’提示框
6. 密码修改对话框没有关闭",3,功能测试,"
功能测试阶段"
/登录(#2),修改登录密码，新密码输入框输入21位大小写字母+数字新密码,"1. 正常打开登录页面
2. 管理员用户成功登录","1. 点击右上角的密码修改
2. 输入正确原始密码‘woniu123’
3. 输入21位新密码‘Woniu1234567891234567’
4. 输入确认新密码‘Woniu1234567891234567’
5. 点击确定
6. 点击确定","1. 
2. 输入成功，并且密文显示
3. 输入成功，并且密文显示
4. 输入成功，并且密文显示
5. 弹出‘新密码格式不正确,由8-20位大小写字母和数字组成.’提示框
6. 密码修改对话框没有关闭",3,功能测试,"
功能测试阶段"
/登录(#2),修改登录密码，新密码输入框输入20位大小写字母+数字新密码,"1. 正常打开登录页面
2. 管理员用户成功登录","1. 点击右上角的密码修改
2. 输入正确原始密码‘woniu123’
3. 输入20位新密码‘Woniu123456789123456’
4. 输入确认新密码‘Woniu123456789123456’
5. 点击确定
6. 点击关闭按钮","1. 
2. 输入成功，并且密文显示
3. 输入成功，并且密文显示
4. 输入成功，并且密文显示
5. 显示‘修改成功’提示信息
6. 密码修改对话框关闭",3,功能测试,"
功能测试阶段"
/登录(#2),修改登录密码，新密码输入框输入8位大小写字母+数字新密码,"1. 正常打开登录页面
2. 管理员用户成功登录","1. 点击右上角的密码修改
2. 输入正确原始密码‘Woniu123456789123456’
3. 输入8位新密码‘Woniu456’
4. 输入确认新密码‘Woniu456’
5. 点击确定
6. 点击关闭按钮","1. 
2. 输入成功，并且密文显示
3. 输入成功，并且密文显示
4. 输入成功，并且密文显示
5. 显示‘修改成功’提示信息
6. 密码修改对话框关闭",3,功能测试,"
功能测试阶段"
/登录(#2),修改登录密码，新密码输入框输入只包含数字,"1. 正常打开登录页面
2. 管理员用户成功登录","1. 点击右上角的密码修改
2. 输入正确原始密码‘Woniu456’
3. 输入9位新密码‘123456789’
4. 输入确认新密码‘123456789’
5. 点击确定
6. 点击关闭按钮","1. 
2. 输入成功，并且密文显示
3. 输入成功，并且密文显示
4. 输入成功，并且密文显示
5. 弹出‘新密码格式不正确,由8-20位大小写字母和数字组成.’提示框
6. 密码修改对话框没有关闭",3,功能测试,"
功能测试阶段"
/登录(#2),修改登录密码，新密码输入框输入只包含数字和小写字母,"1. 正常打开登录页面
2. 管理员用户成功登录","1. 点击右上角的密码修改
2. 输入正确原始密码‘Woniu456’
3. 输入9位新密码‘12345678a’
4. 输入确认新密码‘12345678a’
5. 点击确定
6. 点击关闭按钮","1. 
2. 输入成功，并且密文显示
3. 输入成功，并且密文显示
4. 输入成功，并且密文显示
5. 弹出‘新密码格式不正确,由8-20位大小写字母和数字组成.’提示框
6. 密码修改对话框没有关闭",3,功能测试,"
功能测试阶段"
/登录(#2),修改登录密码，新密码输入框输入只包含数字和大写字母,"1. 正常打开登录页面
2. 管理员用户成功登录","1. 点击右上角的密码修改
2. 输入正确原始密码‘Woniu456’
3. 输入9位新密码‘12345678S’
4. 输入确认新密码‘12345678S’
5. 点击确定
6. 点击关闭按钮","1. 
2. 输入成功，并且密文显示
3. 输入成功，并且密文显示
4. 输入成功，并且密文显示
5. 弹出‘新密码格式不正确,由8-20位大小写字母和数字组成.’提示框
6. 密码修改对话框没有关闭",3,功能测试,"
功能测试阶段"
/登录(#2),修改登录密码，新密码输入框输入包含数字和大小写字母和空格,"1. 正常打开登录页面
2. 管理员用户成功登录","1. 点击右上角的密码修改
2. 输入正确原始密码‘Woniu456’
3. 输入9位新密码‘
12345 sW’
4. 输入确认新密码‘12345 sW’
5. 点击确定
6. 点击关闭按钮","1. 
2. 输入成功，并且密文显示
3. 输入成功，并且密文显示
4. 输入成功，并且密文显示
5. 弹出‘新密码格式不正确,由8-20位大小写字母和数字组成.’提示框
6. 密码修改对话框没有关闭",3,功能测试,"
功能测试阶段"
/登录(#2),修改登录密码，新密码输入框输入包含数字和大小写字母和特殊符号,"1. 正常打开登录页面
2. 管理员用户成功登录","1. 点击右上角的密码修改
2. 输入正确原始密码‘Woniu456’
3. 输入9位新密码‘
12345%sW’
4. 输入确认新密码‘
12345%sW’
5. 点击确定
6. 点击关闭按钮","1. 
2. 输入成功，并且密文显示
3. 输入成功，并且密文显示
4. 输入成功，并且密文显示
5. 弹出‘新密码格式不正确,由8-20位大小写字母和数字组成.’提示框
6. 密码修改对话框没有关闭",3,功能测试,"
功能测试阶段"
